timems,x,y,theta,vx,vy
1464190845790,0.37695610523223877,-0.36527398228645325,5.560372352600098,0.11087744683027267,0.0011274089338257909
1464190845831,0.37822234630584717,-0.3663908839225769,5.558906555175781,0.11099860072135925,0.0006149904802441597
1464190845831,0.3794163763523102,-0.3674471974372864,5.561590194702148,0.11086410284042358,0.0019041519844904542
1464190845831,0.3796447217464447,-0.3676481246948242,5.564499378204346,0.11076042056083679,0.002966357162222266
1464190845831,0.37983816862106323,-0.36781734228134155,5.5634284019470215,0.11062170565128326,0.002714576432481408
1464190845831,0.3805248439311981,-0.3684193193912506,5.562854290008545,0.11055747419595718,0.002572614699602127
1464190845871,0.3811416029930115,-0.3689606189727783,5.563058853149414,0.11051143705844879,0.002362307161092758
1464190845871,0.38389167189598083,-0.3713732361793518,5.563485145568848,0.11083883792161942,0.002490435028448701
1464190845871,0.38508954644203186,-0.3724232316017151,5.562710285186768,0.11096212267875671,0.0022301855497062206
1464190845924,0.3888140916824341,-0.37569302320480347,5.562680244445801,0.11097864806652069,0.00220891903154552
1464190845933,0.3897785246372223,-0.37653976678848267,5.562724590301514,0.11144755780696869,0.002716558985412121
1464190845971,0.3906663954257965,-0.37731918692588806,5.563512325286865,0.11172783374786377,0.003224491374567151
1464190845971,0.3912075459957123,-0.37779349088668823,5.563764572143555,0.11175765097141266,0.0033249950502067804
1464190846012,0.3929482102394104,-0.37931838631629944,5.565659999847412,0.11182422935962677,0.004205071367323399
1464190846012,0.3942219316959381,-0.3804299533367157,5.566263675689697,0.11197030544281006,0.004576418548822403
1464190846051,0.3970928490161896,-0.3829323649406433,5.563378810882568,0.11233565956354141,0.003988499753177166
1464190846051,0.39828628301620483,-0.3839786648750305,5.562512397766113,0.11250153928995132,0.003926245495676994
1464190846051,0.4017274081707001,-0.3870008587837219,5.559880256652832,0.11274199187755585,0.003186021465808153
1464190846092,0.40267762541770935,-0.38783982396125793,5.558761119842529,0.11276812106370926,0.00292597827501595
1464190846092,0.40354084968566895,-0.38860371708869934,5.556780815124512,0.112796850502491,0.002848185831680894
1464190846092,0.4042661786079407,-0.3892481327056885,5.557703971862793,0.11291979253292084,0.002912469208240509
1464190846140,0.40516993403434753,-0.39004960656166077,5.556025981903076,0.11295755952596664,0.0029773740097880363
1464190846140,0.40738776326179504,-0.3920230567455292,5.553890705108643,0.11318472772836685,0.0024424027651548386
1464190846140,0.4085981845855713,-0.39310476183891296,5.552183151245117,0.11345913261175156,0.002193150110542774
1464190846140,0.4099610447883606,-0.3943268656730652,5.550609588623047,0.11377783119678497,0.0019586971029639244
1464190846182,0.41104280948638916,-0.3953000009059906,5.549635887145996,0.11392035335302353,0.0019414839334785938
1464190846182,0.41233494877815247,-0.39646464586257935,5.549759387969971,0.11405198276042938,0.0021750980522483587
1464190846187,0.4140118658542633,-0.39797574281692505,5.550631999969482,0.1140221357345581,0.0020985554438084364
1464190846187,0.41556516289711,-0.39937299489974976,5.549718379974365,0.11373434215784073,0.0018907911144196987
1464190846232,0.41769176721572876,-0.4012894332408905,5.5472092628479,0.11381552368402481,0.0011639418080449104
1464190846274,0.42158424854278564,-0.4048149883747101,5.544061183929443,0.11412425339221954,0.00034798579872585833
1464190846313,0.42539939284324646,-0.40829241275787354,5.545736312866211,0.11405279487371445,0.0006807903409935534
1464190846313,0.4261718690395355,-0.4089941680431366,5.546895980834961,0.11403943598270416,0.0010512119624763727
1464190846313,0.42656469345092773,-0.40935018658638,5.547189712524414,0.1139129027724266,0.0009356687660329044
1464190846356,0.42769932746887207,-0.4103779196739197,5.545994281768799,0.11413425207138062,0.00024225331435445696
1464190846356,0.4287075400352478,-0.4112933278083801,5.546746253967285,0.11435671895742416,0.00040074740536510944
1464190846404,0.42962896823883057,-0.4121286869049072,5.546815872192383,0.11442920565605164,0.0005522721912711859
1464190846404,0.4345536530017853,-0.41659268736839294,5.546136856079102,0.1149292066693306,0.00020216025586705655
1464190846404,0.4355050027370453,-0.4174562096595764,5.546605587005615,0.11494921147823334,0.0003986073425039649
1464190846449,0.4359374940395355,-0.4178484082221985,5.549450874328613,0.11419309675693512,0.0009226551046594977
1464190846456,0.43790990114212036,-0.4196268618106842,5.551751613616943,0.11413952708244324,0.0014313285937532783
1464190846497,0.43904000520706177,-0.42064112424850464,5.551679611206055,0.11414401978254318,0.0015828143805265427
1464190846497,0.4403528869152069,-0.4218195974826813,5.550926685333252,0.114164799451828,0.0012779957614839077
1464190846535,0.4427906572818756,-0.42401114106178284,5.549816608428955,0.11442085355520248,0.0012401904677972198
1464190846535,0.44411107897758484,-0.42520081996917725,5.549168109893799,0.11459977924823761,0.0009776426013559103
1464190846575,0.44638389348983765,-0.42725130915641785,5.551414489746094,0.1148965060710907,0.0010199147509410977
1464190846575,0.44693830609321594,-0.4277492165565491,5.552520751953125,0.11486423760652542,0.0011949242325499654
1464190846575,0.4475114941596985,-0.428262859582901,5.553522109985352,0.11489032953977585,0.001322904136031866
1464190846575,0.4479261040687561,-0.4286336600780487,5.554853439331055,0.11488449573516846,0.0017638996941968799
1464190846619,0.44925636053085327,-0.42982015013694763,5.5537238121032715,0.11471018940210342,0.0017083290731534362
1464190846622,0.45282748341560364,-0.43301254510879517,5.55295467376709,0.1147671714425087,0.0013863800559192896
1464190846668,0.45694437623023987,-0.4366985261440277,5.56296968460083,0.11482297629117966,0.0016928808763623238
1464190846715,0.461184024810791,-0.4404186010360718,5.563867092132568,0.1156320869922638,0.0018460860010236502
1464190846832,0.47426387667655945,-0.4518747329711914,5.557877540588379,0.11604983359575272,0.0005245224456302822
1464190846875,0.475408673286438,-0.4528895914554596,5.557072639465332,0.11626441776752472,-0.0006005070172250271
1464190847273,0.4898459315299988,-0.46570903062820435,5.526266098022461,0.11058369278907776,-0.006536311469972134
1464190847502,0.4897560179233551,-0.4656240940093994,5.510341167449951,0.10823918133974075,-0.009881049394607544
1464190847534,0.4895126223564148,-0.4653867483139038,5.514387607574463,0.10685323178768158,-0.007397525943815708
1464190847573,0.4892813265323639,-0.4651630222797394,5.51411771774292,0.10610955208539963,-0.006773489993065596
1464190847652,0.48860976099967957,-0.46451303362846375,5.513234615325928,0.10701058059930801,-0.00927097536623478
1464190847704,0.48892122507095337,-0.46481502056121826,5.5141496658325195,0.10681672394275665,-0.008041401393711567
1464190847733,0.48864075541496277,-0.46454358100891113,5.510993957519531,0.10485035181045532,-0.007782586384564638
1464190847733,0.4879351258277893,-0.4638563394546509,5.5092973709106445,0.10532687604427338,0.0006348217139020562
1464190847774,0.487630695104599,-0.4635588228702545,5.508640289306641,0.10485489666461945,0.004234570078551769
1464190847774,0.487581342458725,-0.46351051330566406,5.511479377746582,0.10365074127912521,0.006310316268354654
1464190847784,0.48781952261924744,-0.4637422561645508,5.509515285491943,0.10413418710231781,0.002360238693654537
1464190847818,0.48765480518341064,-0.4635813534259796,5.507335662841797,0.10397518426179886,0.0012651053257286549
1464190847827,0.48758599162101746,-0.4635138511657715,5.506311416625977,0.1035977378487587,0.000683769874740392
1464190847863,0.4874808192253113,-0.4634104371070862,5.505293846130371,0.0990450382232666,0.0031245513819158077
1464190847863,0.4870893061161041,-0.46302473545074463,5.5048298835754395,0.09846394509077072,0.0034459030721336603
1464190847993,0.4861258268356323,-0.46207472681999207,5.512673854827881,0.09623164683580399,0.004994063172489405
1464190847993,0.48626580834388733,-0.46221059560775757,5.512850284576416,0.09692388027906418,0.005497520789504051
1464190848063,0.4861101508140564,-0.46205955743789673,5.512418270111084,0.09549611806869507,0.0030861767008900642
1464190848100,0.48601388931274414,-0.46196606755256653,5.512394428253174,0.09432205557823181,0.002290215576067567
1464190848143,0.4862251877784729,-0.4621712863445282,5.511445999145508,0.09417515993118286,0.0019458370516076684
1464190848222,0.4855893552303314,-0.46155259013175964,5.513143539428711,0.09039373695850372,0.00199293065816164
1464190848273,0.4858185946941376,-0.46177488565444946,5.512393951416016,0.08896426111459732,0.005725494585931301
1464190848316,0.48514890670776367,-0.4611244797706604,5.50609827041626,0.0879274532198906,0.004810861777514219
1464190848462,0.48726704716682434,-0.4632077217102051,5.500025749206543,0.08580583333969116,0.0032755588181316853
1464190848503,0.4872117042541504,-0.4631526470184326,5.497641563415527,0.08590812981128693,0.0015642743092030287
1464190848548,0.4896613359451294,-0.4656029939651489,5.500973701477051,0.08487950265407562,0.0025503765791654587
1464190848592,0.49078744649887085,-0.46672195196151733,5.500028610229492,0.08415529876947403,0.002049109200015664
1464190848631,0.4910935163497925,-0.46702665090560913,5.4904704093933105,0.08437740802764893,0.0012374542420729995
1464190848683,0.4935482442378998,-0.4695175588130951,5.481435775756836,0.08370780199766159,-0.001542893354780972
1464190848723,0.49446770548820496,-0.47046756744384766,5.4745001792907715,0.08350986987352371,-0.0029703951440751553
1464190848767,0.49671050906181335,-0.4728173613548279,5.4767022132873535,0.08243094384670258,-0.0020759678445756435
1464190848767,0.4968344569206238,-0.4729466438293457,5.476861000061035,0.08204519748687744,-0.003088459838181734
1464190848883,0.49999967217445374,-0.4762471914291382,5.462689399719238,0.08207422494888306,-0.009490354917943478
1464190848963,0.5066864490509033,-0.48342064023017883,5.462823867797852,0.08177534490823746,-0.010484018363058567
1464190849012,0.5081900954246521,-0.4850333034992218,5.465958595275879,0.0815918818116188,-0.010013817809522152
1464190849053,0.5085809826850891,-0.4854499101638794,5.46651029586792,0.08138736337423325,-0.009249763563275337
1464190849093,0.5098597407341003,-0.4868112802505493,5.46421480178833,0.08104158192873001,-0.00964727159589529
1464190849093,0.5133360624313354,-0.49052920937538147,5.462685585021973,0.0809541717171669,-0.009781068190932274
1464190849138,0.5137295126914978,-0.4909512996673584,5.461146831512451,0.08065985143184662,-0.009826159104704857
1464190849138,0.5137525796890259,-0.49097612500190735,5.459875106811523,0.08018751442432404,-0.009932244196534157
1464190849138,0.5143150091171265,-0.49158287048339844,5.459465503692627,0.07987812906503677,-0.009683515876531601
1464190849177,0.5165261626243591,-0.4939703643321991,5.459107875823975,0.08008154481649399,-0.009636339731514454
